"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rbbp8",4.20424283447985e-10,0.560773707831437,0.279,0.136,1.05648418187644e-05
"Gas6",4.2172759317003e-10,-1.17674145701701,0.162,0.277,1.05975926887697e-05
"Hist1h2bc",4.35424056189231e-10,-1.35877410452808,0.133,0.239,1.09417711079792e-05
"Arhgdia",4.65807531429982e-10,0.394623195872821,0.711,0.467,1.1705277457304e-05
"Acer3",4.68392666842379e-10,0.428389955869318,0.321,0.162,1.17702393250821e-05
"Ikzf1",4.69727698477754e-10,0.630678891107252,0.342,0.183,1.18037873350475e-05
"Srd5a3",4.75240416085885e-10,0.755910063557864,0.204,0.087,1.19423164158222e-05
"Gpx4",4.8701315371866e-10,-0.294967910008597,0.796,0.799,1.22381535397962e-05
"Slc7a11",5.21576474619609e-10,1.02502188442038,0.151,0.059,1.31066952307162e-05
"Zfp593",5.38836689010451e-10,0.817077082179386,0.174,0.068,1.35404271581436e-05
"Snx1",5.55239810582463e-10,0.703014042104703,0.253,0.122,1.39526212001267e-05
"Fam49b",5.72073233902187e-10,0.517803168127877,0.735,0.544,1.43756282947281e-05
"Entpd1",5.86584826599276e-10,0.398755966932012,0.42,0.234,1.47402901076132e-05
"Selenof",5.93557983942229e-10,-0.567188278714124,0.661,0.626,1.49155185784843e-05
"Braf",6.05439377098716e-10,0.84818945142373,0.157,0.06,1.52140861071136e-05
"Cgas",6.35190182096425e-10,0.974934825620673,0.162,0.064,1.59616940859011e-05
"Tnrc6a",6.70134541211672e-10,0.466414817794214,0.292,0.144,1.68398108861081e-05
"Map3k8",6.75292395306851e-10,0.435280105896283,0.292,0.146,1.69694226016659e-05
"Aip",6.77309369127344e-10,0.696304571146215,0.23,0.105,1.7020107136801e-05
"Itprid2",6.87785499195049e-10,0.653310970150376,0.188,0.079,1.72833618092724e-05
"Ddx52",6.88966855130685e-10,0.808964890377559,0.166,0.065,1.7313048102579e-05
"Capns1",6.90983528258796e-10,0.310624648467309,0.634,0.381,1.73637250816153e-05
"Frmd4a",7.0081673022516e-10,0.607732806260232,0.264,0.129,1.76108236138281e-05
"Flot1",7.33264448284651e-10,0.650323972418675,0.298,0.154,1.8426202320945e-05
"Mapk1ip1l",7.41067633035184e-10,0.676935705525569,0.223,0.102,1.86222885505411e-05
"Stk40",7.51811603570872e-10,0.646427593206703,0.188,0.079,1.88922737861324e-05
"Ewsr1",7.62178644771728e-10,0.410067370306376,0.444,0.248,1.91527871644688e-05
"Psmd2",7.75850665725382e-10,0.52479107654932,0.343,0.182,1.94963513790131e-05
"Itpripl2",7.76599372859123e-10,0.698840816906802,0.252,0.122,1.95151656405769e-05
"Ube2v1",7.96271158899662e-10,0.515665912316309,0.305,0.153,2.00094979519896e-05
"Tank",8.49862271998480e-10,0.513984595677732,0.308,0.156,2.13561890330498e-05
"Aftph",8.54269094966074e-10,0.497973886129539,0.342,0.182,2.14669280874025e-05
"Atp1b3",8.93390543615624e-10,0.527298753466666,0.552,0.334,2.2450010970517e-05
"Kpna4",9.16198650976039e-10,0.385755563359067,0.419,0.231,2.30231559003769e-05
"Asl",9.27292236955339e-10,0.89571382479638,0.157,0.06,2.33019266224507e-05
"Vcpip1",9.47469698845631e-10,0.707340311338786,0.242,0.114,2.38089660622919e-05
"Capza2",9.54537687313919e-10,0.419374680695426,0.826,0.669,2.39865775445115e-05
"5031439G07Rik",9.82944012193252e-10,0.523739055915085,0.283,0.14,2.47004000824042e-05
"Arhgef2",1.02420000706097e-09,0.528190112110966,0.32,0.164,2.5737121977435e-05
"Emilin2",1.03305437481856e-09,0.883326281170837,0.183,0.079,2.59596233848155e-05
"Arhgap9",1.03981820889242e-09,0.594858857600138,0.248,0.116,2.61295917712577e-05
"Prmt1",1.04021498759556e-09,0.456529429294564,0.256,0.122,2.61395624232888e-05
"Sptlc2",1.04931184573666e-09,0.439733714917346,0.369,0.195,2.63681573715166e-05
"Tmem123",1.05460491446139e-09,0.577440122140946,0.236,0.111,2.65011668955003e-05
"Ciao2a",1.07962587503051e-09,0.49228347376538,0.375,0.201,2.71299186136417e-05
"Dusp16",1.1074216846755e-09,0.897499845301293,0.17,0.069,2.78283995142106e-05
"Magohb",1.11138299126398e-09,0.946477176922626,0.172,0.071,2.79279431874726e-05
"Zfp703",1.14532923814988e-09,0.667745429540498,0.3,0.157,2.87809784254684e-05
"Nabp1",1.15444724660256e-09,0.775860215062734,0.264,0.132,2.90101048598757e-05
"Lasp1",1.2000864870744e-09,0.703251851194416,0.295,0.153,3.01569733336926e-05
"Tep1",1.23766570130375e-09,0.567097505677857,0.333,0.179,3.11013014080619e-05
"Psma7",1.25389732534956e-09,0.416116817514327,0.807,0.622,3.15091858887091e-05
"Ccnk",1.29133420535463e-09,0.719566078693301,0.153,0.058,3.24499372463565e-05
"Tmem219",1.31667274439198e-09,0.429359953205646,0.369,0.201,3.3086669393826e-05
"Vps33a",1.34978150513343e-09,0.996613028225255,0.161,0.064,3.39186594424978e-05
"Cox7c",1.35156668487371e-09,-0.33767457006314,0.877,0.89,3.39635192241913e-05
"Iah1",1.36515281230667e-09,0.814752743716114,0.209,0.094,3.43049250204543e-05
"Wdr1",1.37654101532643e-09,0.414351032924604,0.439,0.25,3.45910991741378e-05
"Rasa3",1.39757481881748e-09,0.591433522627082,0.253,0.123,3.51196576220645e-05
"Tmem248",1.40309153142543e-09,0.721089267568459,0.178,0.073,3.52582870931896e-05
"Rpl14",1.44702914865229e-09,-0.282220014943975,0.948,0.973,3.63623954764833e-05
"Atp1a1",1.44746549599763e-09,-0.518232141382547,0.577,0.639,3.63733604489246e-05
"Acvrl1",1.45241138670124e-09,0.600543111714862,0.228,0.105,3.64976457364154e-05
"Ddx39",1.4538464734479e-09,0.667165804432924,0.221,0.102,3.65337080312723e-05
"Ppp2r5a",1.45948534638815e-09,0.595360591228589,0.287,0.147,3.66754072693879e-05
"Rnaset2a",1.51451962625183e-09,0.506990322710664,0.302,0.15,3.80583636880823e-05
"Mgat1",1.52436636607495e-09,0.702672285522612,0.193,0.083,3.83058024130973e-05
"Tmem131",1.53148882562471e-09,0.60932678653551,0.258,0.126,3.84847826991233e-05
"Adar",1.53476259234822e-09,0.809503419295089,0.183,0.078,3.85670491831183e-05
"Cox17",1.54434849738487e-09,0.441889494475574,0.552,0.338,3.88079333907845e-05
"Dync1h1",1.60422571444432e-09,0.460967479693693,0.381,0.208,4.03125879782713e-05
"Rab5if",1.65419591117428e-09,0.358097560331393,0.521,0.303,4.15682890518986e-05
"C1qc",1.70904811545589e-09,-0.357130104258792,0.678,0.761,4.29466700932911e-05
"Mapkapk3",1.75936185581534e-09,0.588156896159524,0.239,0.111,4.42110040747837e-05
"Cyp4v3",1.80367593412845e-09,0.723318000843193,0.178,0.073,4.53245725487138e-05
"Adcy7",1.85860521109446e-09,0.626006247693365,0.215,0.097,4.67048903495927e-05
"Rabac1",1.8827470412405e-09,-0.585549985789291,0.544,0.563,4.73115503993325e-05
"Rpl11",1.91021158346302e-09,-0.221950270501515,0.986,0.997,4.80017068808423e-05
"Sdhb",1.96167534461173e-09,0.411821046106947,0.565,0.345,4.92949397347481e-05
"Tiparp",1.99259234007172e-09,0.485743173254154,0.393,0.227,5.00718529136624e-05
"Elf1",2.08053829663945e-09,0.392858372040749,0.394,0.217,5.22818468562527e-05
"Mpeg1",2.19008025206944e-09,0.439363303743811,0.751,0.631,5.50345266542531e-05
"Idnk",2.20250783127739e-09,0.57036118527655,0.256,0.126,5.53468192921695e-05
"Uba1",2.27354320679718e-09,0.636683863043402,0.295,0.153,5.71318672436063e-05
"Ube2a",2.31324212458328e-09,0.442645188812626,0.355,0.192,5.81294613486532e-05
"Ms4a7",2.3548849597118e-09,-0.430273289652621,0.591,0.715,5.91759041525978e-05
"Atf1",2.3551043203442e-09,0.599566285975499,0.226,0.107,5.91814164659294e-05
"Kctd20",2.37038022797684e-09,0.737609490871275,0.154,0.06,5.95652847488299e-05
"Spop",2.3999712296518e-09,0.429354705720977,0.454,0.261,6.03088770299201e-05
"S100a11",2.40288575719395e-09,0.346350221062453,0.547,0.374,6.03821161925268e-05
"Atf6",2.52016617972594e-09,0.482204442744425,0.339,0.183,6.33292559303332e-05
"Kctd12",2.65401935471555e-09,-0.510277483667961,0.661,0.694,6.66928523646471e-05
"Cflar",2.65542438621561e-09,0.464102878595882,0.397,0.225,6.67281594012122e-05
"Ccl6",2.65685915648461e-09,0.773646724162377,0.424,0.273,6.67642137433018e-05
"Tcf7l2",2.72795482726611e-09,0.818116343503897,0.176,0.076,6.855077685437e-05
"Gpr108",2.79511522947157e-09,0.806759308918298,0.172,0.071,7.02384506013912e-05
"Itgb1bp1",2.8098974559478e-09,0.821285307678847,0.193,0.085,7.06099131705122e-05
"Tmem160",2.86548852666475e-09,0.356360086404043,0.523,0.305,7.20068611865584e-05
"Gnai3",2.93580451412004e-09,0.613947244718736,0.265,0.134,7.37738316353225e-05
"Iqgap1",2.96621147845334e-09,0.327016705948542,0.798,0.577,7.45379282420539e-05
"Nup98",3.01344646696058e-09,0.399928533680301,0.373,0.203,7.57248962682525e-05
"Nup153",3.1676404581167e-09,0.792846373857969,0.159,0.064,7.95996370720147e-05
"Timm10b",3.19062054294275e-09,0.414661193484638,0.595,0.383,8.01771036236083e-05
"Tifab",3.41396110330406e-09,0.462435918870413,0.26,0.127,8.57894285649277e-05
"Pmm2",3.43667075292549e-09,0.810913306228867,0.157,0.062,8.63600993502646e-05
"Atp5e",3.6012893981307e-09,-0.343642128001434,0.883,0.882,9.04968012856263e-05
"Clec5a",3.61608482306691e-09,0.802283377079468,0.279,0.147,9.08685955188483e-05
"Tsc22d1",3.67230036285109e-09,-1.15347592734962,0.15,0.256,9.2281235818085e-05
"Cxcr4",3.82870672791337e-09,0.467577555663918,0.35,0.201,9.62115713657351e-05
"Ptma",3.89632190083423e-09,-0.225252388552159,0.992,0.998,9.79106730460633e-05
"Sys1",3.9199873344631e-09,0.317079873450158,0.441,0.249,9.85053617277234e-05
"Rps27a",3.93220628397636e-09,-0.245702769688594,0.992,1,9.8812411710042e-05
"Smg1",3.9338681377915e-09,0.698386398702761,0.253,0.127,9.88541724345627e-05
"Ppp6r1",3.96089572124876e-09,0.534257030752161,0.209,0.094,9.95333485792602e-05
"Sidt2",3.98214786348197e-09,0.720992393813243,0.185,0.081,0.000100067393661438
"Tnfrsf1a",4.09385536240265e-09,0.457835444387147,0.403,0.232,0.000102874491401816
"Hnrnpa0",4.16714128119719e-09,0.355487879433027,0.681,0.432,0.000104716093255204
"Cntrl",4.22404607125895e-09,0.405593371389671,0.256,0.126,0.000106146053724666
"Gas5",4.44243815704075e-09,-0.434767966273447,0.619,0.647,0.000111634028448277
"Ttc7",4.52308929988435e-09,0.544550148719116,0.266,0.134,0.000113660711016794
"Fbxw11",4.56029665682609e-09,0.951919093362205,0.162,0.067,0.000114595694689383
"Nab1",4.68307934851738e-09,0.507144245683953,0.278,0.142,0.000117681100948893
"Ddx60",4.84214080454269e-09,0.727100605566095,0.178,0.078,0.000121678156277353
"Tbk1",4.99478841890368e-09,0.7241478511224,0.206,0.094,0.00012551403817863
"Stat6",5.13526791072942e-09,0.626221820604505,0.243,0.119,0.00012904414732872
"Katna1",5.17486766561345e-09,0.689586596593032,0.189,0.084,0.0001300392495692
"Cnn2",5.17771828300065e-09,0.50583289130995,0.245,0.121,0.000130110882733523
"Dapp1",5.25294717198228e-09,0.543131436864651,0.278,0.143,0.000132001309484743
"Arhgap15",5.38489102724511e-09,0.394278621670832,0.328,0.174,0.000135316926623642
"Apaf1",5.81296230737182e-09,0.915596266011754,0.18,0.08,0.000146073929821946
"Ncam1",5.90995839159455e-09,-2.14370669625947,0.077,0.166,0.000148511344422379
"Apobec1",6.00045939183251e-09,0.388356045331442,0.514,0.318,0.000150785544057359
"Ubash3b",6.07749674648510e-09,0.547242632476931,0.242,0.116,0.000152721415742424
"Irak2",6.19855114791472e-09,0.706658288459432,0.195,0.087,0.000155763391795949
"Tent2",6.44982958458843e-09,0.561796665311068,0.265,0.132,0.000162077767631123
"Igsf6",6.45293712765121e-09,0.418349516087717,0.433,0.254,0.000162155857080747
"Med13",6.49199215134401e-09,0.593222798625539,0.26,0.131,0.000163137270771124
"Nt5c",6.49508931033214e-09,0.419171344990656,0.376,0.209,0.000163215099279336
"Txndc9",6.58970590582845e-09,0.430751847107666,0.367,0.2,0.000165592719707563
"Morc3",6.60122754207313e-09,0.367032972894333,0.407,0.231,0.000165882246904756
"Slc15a4",6.61433111694978e-09,0.56578567179062,0.211,0.098,0.000166211526637831
"Ap3s1",6.68746030668397e-09,0.753832003943052,0.232,0.115,0.000168049190046662
"Elf4",6.68780002520548e-09,0.689596622070829,0.189,0.084,0.000168057726833388
"Map4k4",6.7581080689766e-09,0.40926024662954,0.401,0.23,0.000169824497665313
"Ybx1",6.92613681179987e-09,-0.302428047066437,0.943,0.936,0.000174046891943719
"Fes",7.04447505261752e-09,0.460010883221857,0.296,0.153,0.000177020613597226
"Bcl6",7.1791472796939e-09,0.664191650136513,0.17,0.072,0.000180404791991428
"Adssl1",7.20412781453899e-09,0.578178687751789,0.178,0.077,0.00018103252785155
"Ebf1",7.35096572372402e-09,-1.8353765440923,0.108,0.206,0.000184722417671461
"Dnase2a",7.36553750544842e-09,0.541993622563562,0.345,0.191,0.000185088591974413
"Sumo2",7.43013494919902e-09,-0.401878158659102,0.751,0.722,0.000186711861138422
"Xpo6",7.43034232207709e-09,0.752477653888451,0.159,0.065,0.000186717072211475
"Sumo3",7.50493601955136e-09,0.404358179922791,0.341,0.183,0.000188591537235306
"Npc2",7.66172745050791e-09,0.350278987583612,0.888,0.795,0.000192531549103813
"Bcl2a1a",7.7637176719696e-09,0.756482466071929,0.273,0.152,0.000195094461378924
"Arih1",7.90281704998794e-09,0.701446282339015,0.251,0.128,0.000198589889649147
"Gatad2a",7.93479180793537e-09,0.682517892106166,0.24,0.121,0.000199393383341608
"Lpxn",7.97477972156951e-09,0.730829116380424,0.274,0.145,0.00020039823962332
"Tpi1",8.27755015087196e-09,0.595548678999423,0.401,0.233,0.000208006557741261
"Actr1a",8.31049231016342e-09,0.736846767423086,0.176,0.076,0.000208834361262097
"Dennd1b",8.31965659467316e-09,0.556945754903652,0.243,0.121,0.000209064650567542
"Ptpro",8.38303501127926e-09,0.622806554327921,0.223,0.107,0.000210657286798436
"Ifnar1",8.38747244566523e-09,0.399291056482068,0.418,0.242,0.000210768795087122
"Taok3",8.43505116034225e-09,0.400154506163054,0.427,0.248,0.00021196440060824
"Csf1r",8.87019868252546e-09,-0.44252090963787,0.71,0.736,0.000222899222693182
"Cib1",8.8853502718753e-09,0.464032267368959,0.337,0.185,0.000223279966981954
"Tardbp",9.22269311209034e-09,0.431644652300159,0.324,0.174,0.000231757055213718
"Hsp90aa1",9.55825823211317e-09,-0.473939617177236,0.813,0.79,0.000240189471114772
"Baz2a",9.61136957689358e-09,0.735301092347749,0.217,0.104,0.000241524106097759
"Mpp1",9.82635711484338e-09,0.577263659685154,0.342,0.195,0.000246926527938899
"Sarnp",1.05355195324286e-08,0.27668262674731,0.431,0.243,0.000264747070330397
"Ube2f",1.06692938873586e-08,0.383851666025456,0.313,0.165,0.000268108686095434
"Gpalpp1",1.11575238769818e-08,0.729764592602853,0.175,0.076,0.000280377417504675
"Cux1",1.12380623368614e-08,0.283832559520497,0.342,0.183,0.000282401268462991
"Vamp8",1.15149406426619e-08,0.316755268879032,0.773,0.566,0.00028935894340945
"Mfsd5",1.17987821427254e-08,0.718322882018727,0.164,0.069,0.000296491596464546
"Hpcal1",1.18844001163025e-08,0.482916196825263,0.285,0.149,0.000298643090522566
"Syngr2",1.2293237508505e-08,0.463341811954996,0.5,0.315,0.000308916765351223
"Lman2",1.2544742622242e-08,0.311452616851734,0.416,0.234,0.00031523683735432
"Anxa7",1.25862816795107e-08,0.587164542815472,0.23,0.112,0.000316280672324424
"Psmd10",1.30709015399062e-08,0.601100343738756,0.193,0.088,0.000328458684796303
"Txndc17",1.41354601239931e-08,0.384280305537755,0.561,0.337,0.000355209977455823
"Pik3cb",1.41768729822578e-08,0.713583362571596,0.179,0.079,0.000356250641171157
"Arfgef1",1.42998359155018e-08,0.508706775577622,0.265,0.136,0.000359340576720644
"Stk24",1.46912547893176e-08,0.571121054307094,0.232,0.115,0.000369176541600762
"Tmem168",1.54219911666775e-08,0.71208073297048,0.162,0.068,0.000387539216027438
"Slc3a2",1.55533029101109e-08,0.348331922021495,0.705,0.488,0.000390838948828178
"Vwa5a",1.55976871583379e-08,0.528718596189495,0.291,0.154,0.000391954280601872
"Jarid2",1.57168105768259e-08,0.486115542240684,0.283,0.152,0.000394947732985057
"Api5",1.59907556928512e-08,0.535740755872826,0.257,0.132,0.000401831699805659
"Nsd3",1.63589487510605e-08,0.408384995328939,0.396,0.226,0.0004110840231654
"Dusp1",1.64146305204016e-08,-0.304770069678634,0.822,0.849,0.000412483250347171
"Srp9",1.67856738514564e-08,0.338274916826467,0.662,0.413,0.000421807198213248
"Epcam",1.72640201170212e-08,-1.36259817281824,0.127,0.228,0.000433827561520627
"mt-Nd3",1.73217577361778e-08,-0.365217150220749,0.672,0.712,0.000435278450152413
"Sult1d1",1.73933639569306e-08,-1.69553375240671,0.084,0.172,0.00043707784287371
"P2rx4",1.76180341132919e-08,0.425642742212198,0.475,0.295,0.000442723579232911
"Pik3r1",1.84796192861862e-08,0.718279140985033,0.329,0.188,0.000464374353042572
"Rtn1",1.86115805627355e-08,-2.03310182403308,0.072,0.157,0.000467690407960979
"Ccnd2",1.91590225800932e-08,0.825254887102327,0.273,0.153,0.000481447078415163
"Flna",1.94241629096689e-08,0.32622291582878,0.367,0.208,0.00048810978975707
"Hist3h2a",1.97656484809574e-08,0.592555528731988,0.206,0.099,0.00049669098067798
"Irak4",2.05776502523677e-08,0.61307683967715,0.195,0.089,0.000517095773191747
"Atp6v1h",2.09225523554367e-08,0.391208130278922,0.249,0.124,0.00052576281813977
"Yy1",2.14051474728087e-08,0.291795322305674,0.38,0.211,0.000537889950844211
"Abcf1",2.17187723355961e-08,0.379574304643672,0.359,0.198,0.000545771030021193
"Pfdn5",2.18872111277936e-08,-0.256012867860524,0.899,0.889,0.000550003728430325
"Abcg1",2.22108324432104e-08,0.530178739751329,0.286,0.155,0.000558136008465435
"Smu1",2.32194048258771e-08,0.446411854975452,0.235,0.116,0.000583480423869466
"Rapgef2",2.3386471954981e-08,0.651144674127401,0.242,0.125,0.000587678653756717
"Hdgf",2.37102428836671e-08,0.324736279270987,0.363,0.199,0.000595814693423671
"Pkm",2.41742300587481e-08,0.619219406899146,0.757,0.593,0.000607474227146282
"Sar1a",2.50767290555814e-08,0.445024843134327,0.316,0.172,0.000630153124437705
"Usf1",2.56375556044648e-08,0.61569081635147,0.178,0.079,0.000644246134784597
"Cisd2",2.59688194895062e-08,0.306531187196388,0.389,0.218,0.000652570464951801
"Rbm22",2.64848128306407e-08,0.476374439932594,0.249,0.127,0.00066553686162117
"Vps26a",2.65649409278285e-08,0.503844116434556,0.3,0.162,0.000667550400575403
"Plau",2.66383123381722e-08,0.813064217283432,0.192,0.092,0.000669394150745929
"Tbc1d1",2.70062098565429e-08,0.638938491881748,0.176,0.079,0.000678639047485068
"Hmgn2",2.78771448569865e-08,0.345638989637783,0.299,0.161,0.000700524773111213
"Snrnp27",2.79424644589221e-08,0.343790645737358,0.308,0.164,0.000702166189388253
"Hnrnpll",2.83324072252176e-08,0.624185805415939,0.221,0.109,0.000711965061162492
"Ap1g1",2.85022116543269e-08,0.61630172944022,0.202,0.097,0.000716232076661581
"Hcar2",2.85511998615768e-08,1.04867332610877,0.167,0.077,0.000717463101321564
"Btk",2.8745454437908e-08,0.613184351807857,0.228,0.113,0.000722344524570191
"Lemd2",2.88371057580902e-08,0.779250550769105,0.153,0.064,0.000724647630595047
"Eif3d",2.89151473939561e-08,0.355687196695799,0.304,0.162,0.000726608738862722
"Mgrn1",2.92455839137246e-08,1.05260713539663,0.161,0.07,0.000734912278167986
"Aldh3b1",2.97337952779243e-08,0.623754335696034,0.158,0.067,0.000747180541538959
"Abi1",2.99174288564724e-08,0.266919432355977,0.407,0.231,0.000751795069734295
"Dock10",3.00718266675035e-08,0.463748557638182,0.431,0.262,0.000755674932327695
"Prex1",3.02173193601778e-08,0.414647356650722,0.407,0.235,0.000759331018201909
"Ppp1r12c",3.12648900864258e-08,0.577937714648088,0.247,0.125,0.000785655422981793
"Saraf",3.23949426999395e-08,-0.8219664665365,0.416,0.461,0.00081405251510678
"Dab2",3.24889652955465e-08,-0.708788053887694,0.444,0.522,0.000816415208911789
"Tmed5",3.26566665690622e-08,0.382327357338673,0.504,0.313,0.000820629374213963
"Gmip",3.2828772290652e-08,0.55272681361529,0.272,0.141,0.000824954218891793
"Sema4d",3.50803631331619e-08,0.467948123184632,0.359,0.205,0.000881534445173226
"Znhit1",3.59920796465335e-08,0.437211958763316,0.307,0.168,0.000904444969437741
"Pkn1",3.6455266923122e-08,0.310246449373595,0.326,0.176,0.000916084402511133
"Tbc1d14",3.66152878765493e-08,0.758101623187033,0.158,0.068,0.000920105569049809
"Tsc22d4",3.72090031113441e-08,0.309856042555319,0.504,0.301,0.000935025039184967
"Armcx3",3.74564850827979e-08,0.444052975063177,0.17,0.075,0.000941244013645628
"Cept1",3.8228975291227e-08,0.460350640136585,0.244,0.125,0.000960655920093244
"H13",3.84204092987889e-08,0.341592282456879,0.351,0.193,0.000965466465269266
"Chmp2a",3.9066367576032e-08,0.301449928896914,0.705,0.474,0.000981698750818108
"Emp3",3.93887857843371e-08,0.317663265881839,0.602,0.414,0.000989800797974607
"Sf3b6",3.94258019123906e-08,0.321817519381911,0.557,0.334,0.000990730976256464
