"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rbm271",3.80535925574479e-280,1.40006072083054,0.524,0.228,9.56248727376107e-276,"11","Rbm27"
"Rab6a1",5.51345167241271e-279,1.188525634026,0.633,0.319,1.38547527076059e-274,"11","Rab6a"
"Tsg1011",1.27978128445508e-276,1.43046115668274,0.506,0.217,3.21596238970717e-272,"11","Tsg101"
"Ube2b2",6.19014482457995e-276,0.914133668722785,0.803,0.553,1.5555214929687e-271,"11","Ube2b"
"Hmgcs11",3.49338651362125e-275,1.66449316542643,0.433,0.159,8.77853097007884e-271,"11","Hmgcs1"
"Thoc21",1.26656972145646e-274,1.27521156189877,0.531,0.326,3.18276305304793e-270,"11","Thoc2"
"Rufy21",1.69056413894792e-273,1.41161932158669,0.447,0.163,4.24821862476222e-269,"11","Rufy2"
"Ptprs2",3.97413337256164e-273,1.39865992309966,0.499,0.202,9.98659975191014e-269,"11","Ptprs"
"Ywhah1",2.50610421093227e-272,1.17363325603263,0.626,0.378,6.29758927165171e-268,"11","Ywhah"
"Cotl14",6.88788925849119e-272,1.21751527440033,0.643,0.357,1.73085769176625e-267,"11","Cotl1"
"Osbpl1a1",6.13731794596956e-271,1.39152894122587,0.449,0.166,1.54224662664269e-266,"11","Osbpl1a"
"Spa171",2.32679298595491e-270,1.16888145188931,0.398,0.144,5.84699809440608e-266,"11","Spa17"
"Cirbp1",3.47029244312009e-270,1.14359444622097,0.657,0.37,8.72049788031647e-266,"11","Cirbp"
"Rfx31",9.173655059531e-265,1.71502702685133,0.356,0.108,2.30524777990955e-260,"11","Rfx3"
"Ppp1r15b1",2.80488426228842e-264,1.60908418981835,0.423,0.183,7.04839366270456e-260,"11","Ppp1r15b"
"Cox19",1.59859805138947e-263,1.6342101566597,0.41,0.154,4.0171170433366e-259,"11","Cox19"
"Jup",7.62591471773289e-263,1.75667893847094,0.38,0.136,1.9163161094191e-258,"11","Jup"
"Sub12",1.11289317499307e-261,0.769823714649537,0.936,0.862,2.79658925944009e-257,"11","Sub1"
"Arpc1a1",6.25751606455978e-259,1.21476989394489,0.584,0.294,1.57245121186323e-254,"11","Arpc1a"
"Arhgef2",7.94541618213405e-259,1.70147731962529,0.39,0.145,1.99660363240847e-254,"11","Arhgef2"
"Pebp14",5.14998991448069e-257,1.17047382025266,0.444,0.347,1.29414096560985e-252,"11","Pebp1"
"Dnmt3a",5.87058514362423e-257,1.58617755797671,0.421,0.168,1.47521934074133e-252,"11","Dnmt3a"
"Cep2901",2.44686037257461e-256,1.10875242802204,0.484,0.201,6.14871543024274e-252,"11","Cep290"
"Fam92b1",7.76264112425375e-256,1.32321623404328,0.403,0.145,1.95067408811373e-251,"11","Fam92b"
"Brd3",8.44182128422956e-256,1.4971672023449,0.452,0.192,2.12134527051405e-251,"11","Brd3"
"Cenpv1",1.25063189957753e-255,1.76260344716947,0.359,0.118,3.14271290044838e-251,"11","Cenpv"
"Ppdpf2",1.52785131145062e-254,1.05464963428228,0.652,0.345,3.83933756054426e-250,"11","Ppdpf"
"Igf1r2",9.60715850878018e-252,1.29489055180345,0.543,0.259,2.41418286167137e-247,"11","Igf1r"
"Kif21a3",3.68122201968542e-251,1.38020691656815,0.474,0.194,9.25054281326749e-247,"11","Kif21a"
"Ube2g11",5.79954117232767e-251,1.62597418756162,0.395,0.142,1.45736670119422e-246,"11","Ube2g1"
"Tsn1",1.4007301849884e-250,1.11263216972241,0.636,0.367,3.51989488185735e-246,"11","Tsn"
"Akirin11",3.98379569834787e-249,1.25930647681488,0.545,0.259,1.00108802103784e-244,"11","Akirin1"
"Nudt3",3.42840741651128e-248,1.68278809307729,0.376,0.137,8.6152449969512e-244,"11","Nudt3"
"9930021J03Rik1",7.08316888883028e-248,1.48418592407556,0.445,0.18,1.77992951007416e-243,"11","9930021J03Rik"
"Rab3a1",4.34083869518685e-247,1.29409326826464,0.436,0.168,1.0908093557135e-242,"11","Rab3a"
"Vdac31",8.75405752832675e-246,1.12490895202656,0.622,0.351,2.19980711629323e-241,"11","Vdac3"
"Oga1",1.41885814298117e-245,1.3888751532648,0.486,0.22,3.56544862749738e-241,"11","Oga"
"Spast",3.26876235367971e-245,1.67693211222701,0.373,0.131,8.21407291856175e-241,"11","Spast"
"Caprin1",1.35238372251794e-244,1.16938873700415,0.594,0.319,3.39840505631533e-240,"11","Caprin1"
"AC109619.11",1.15858046791041e-243,1.55076975435129,0.357,0.116,2.91139685781207e-239,"11","AC109619.1"
"Lztfl11",7.17058384112303e-241,1.20402394377533,0.504,0.22,1.80189601343581e-236,"11","Lztfl1"
"Tnks",2.93546249777243e-240,1.56710360362056,0.398,0.148,7.37652371065233e-236,"11","Tnks"
"Arl8a1",1.73172292778079e-238,1.45176688955425,0.439,0.179,4.35164654522034e-234,"11","Arl8a"
"Safb1",6.59508353975802e-238,1.29641382536782,0.517,0.249,1.65727854270579e-233,"11","Safb"
"Rb1",8.72865847115341e-238,1.60362967381314,0.384,0.139,2.19342458721614e-233,"11","Rb1"
"Pafah1b2",1.95377336827741e-237,1.53430440665289,0.405,0.153,4.9096370971443e-233,"11","Pafah1b2"
"Tet3",6.00724435728624e-237,1.44445286621517,0.446,0.186,1.50956043454246e-232,"11","Tet3"
"Klhdc2",1.28578126462603e-235,1.52936028086562,0.403,0.152,3.23103973987874e-231,"11","Klhdc2"
"Tpd52l21",3.343056698408e-235,1.20616137191855,0.537,0.253,8.40076717742946e-231,"11","Tpd52l2"
"Rnps1",7.3910457706602e-235,1.31160527697215,0.5,0.232,1.8572958917092e-230,"11","Rnps1"
"Ppa12",1.42647026776934e-233,0.967228292022293,0.61,0.314,3.58457713587758e-229,"11","Ppa1"
"Ubr51",4.15867293539458e-233,1.39244445910262,0.456,0.219,1.0450329219353e-228,"11","Ubr5"
"Slc27a21",6.89766963077009e-232,1.22585895544893,0.393,0.148,1.73331540151622e-227,"11","Slc27a2"
"Dctn21",2.47390787043093e-230,1.2233868469299,0.534,0.263,6.21668308760589e-226,"11","Dctn2"
"Ubqln2",2.89477636112237e-230,1.61608308349734,0.366,0.129,7.27428351786441e-226,"11","Ubqln2"
"Ckap51",7.3651004935897e-230,1.31132828405613,0.464,0.195,1.85077610303416e-225,"11","Ckap5"
"Wbp11",5.27542022434674e-229,1.47011451861272,0.402,0.151,1.32566034817609e-224,"11","Wbp1"
"Igsf81",2.00932861620269e-228,1.14200641066837,0.525,0.242,5.04924187965574e-224,"11","Igsf8"
"Zfp329",7.14155351797544e-228,1.65059410593189,0.353,0.122,1.79460098353205e-223,"11","Zfp329"
"Tgfbr11",1.02307940433943e-227,1.3714904935532,0.426,0.169,2.57089623516455e-223,"11","Tgfbr1"
"Slc12a22",1.28520033712555e-227,1.01787317500883,0.578,0.288,3.22957992716281e-223,"11","Slc12a2"
"Atp5o1",1.47416407298182e-227,0.717218346455295,0.876,0.712,3.70442689899601e-223,"11","Atp5o"
"Rala",5.81185999728002e-226,1.13551178553077,0.579,0.31,1.4604622987165e-221,"11","Rala"
"Cdk4",1.45765198322183e-225,1.48859813266236,0.37,0.179,3.66293366863815e-221,"11","Cdk4"
"Snap251",2.5970557537189e-225,0.978224165263829,0.379,0.152,6.52614140352022e-221,"11","Snap25"
"Dhx361",6.26905790871101e-225,1.10776748072811,0.59,0.31,1.57535156187999e-220,"11","Dhx36"
"Ap1ar",1.81947363154242e-224,1.50284278620036,0.391,0.146,4.57215528870294e-220,"11","Ap1ar"
"Cbx1",3.37617049699821e-224,1.11342592014778,0.595,0.352,8.48397884190681e-220,"11","Cbx1"
"Morn21",5.23326501344016e-224,1.53825416549137,0.352,0.12,1.31506716522738e-219,"11","Morn2"
"Hist1h2bc1",5.75607665307013e-224,1.17738586580864,0.589,0.314,1.44644450214999e-219,"11","Hist1h2bc"
"Dicer11",1.29763793634504e-222,1.39081241283263,0.438,0.183,3.26083437024145e-218,"11","Dicer1"
"Snx62",2.72736949850671e-221,1.123062542224,0.583,0.323,6.85360681279752e-217,"11","Snx6"
"Gabarapl21",3.97179360517883e-221,0.730320113987492,0.848,0.628,9.98072015045389e-217,"11","Gabarapl2"
"Smarca4",1.09180094243527e-220,1.22313816535848,0.494,0.231,2.74358658824558e-216,"11","Smarca4"
"Lrriq11",4.85811100914855e-220,1.02355557894503,0.383,0.154,1.22079471548894e-215,"11","Lrriq1"
"Dnajc71",1.15854353322582e-219,0.569275944696883,0.581,0.331,2.91130404464317e-215,"11","Dnajc7"
"Hspa4l1",1.90270850760359e-219,1.11308614179797,0.463,0.202,4.78131620875706e-215,"11","Hspa4l"
"Pfn21",5.41904496166893e-219,1.43459935063773,0.373,0.135,1.36175180841779e-214,"11","Pfn2"
"Lsm7",8.06714422895039e-218,1.40396136366784,0.431,0.186,2.02719267329294e-213,"11","Lsm7"
"Mapkap11",2.23057041933933e-217,1.23118825353281,0.516,0.256,5.6052004067578e-213,"11","Mapkap1"
"Fip1l11",3.98707035229828e-217,1.21191329445619,0.517,0.251,1.00191090882904e-212,"11","Fip1l1"
"Nap1l11",2.15961269187188e-216,0.802025844735015,0.8,0.595,5.42689073340485e-212,"11","Nap1l1"
"Baz2b1",8.56254061938704e-216,1.0162230945224,0.637,0.363,2.15168083224577e-211,"11","Baz2b"
"Ppp3r1",3.54037082878858e-215,1.57174315824357,0.368,0.147,8.89659785566281e-211,"11","Ppp3r1"
"Ndufaf41",6.14476129938336e-215,1.45844202813113,0.395,0.154,1.54411706692204e-210,"11","Ndufaf4"
"Mcf2l1",9.8323491874443e-213,1.39600637883272,0.355,0.127,2.47077102731288e-208,"11","Mcf2l"
"Kif5b1",1.21037693563217e-212,0.644168144522796,0.915,0.783,3.04155620155009e-208,"11","Kif5b"
"Tom11",3.25257926830179e-212,0.674789403288061,0.396,0.183,8.17340644331556e-208,"11","Tom1"
"Hnrnph11",4.08992908966904e-212,1.01185273471339,0.648,0.395,1.02775828094293e-207,"11","Hnrnph1"
"Rtn31",4.10315379362777e-212,0.959371452835478,0.675,0.414,1.03108151680072e-207,"11","Rtn3"
"Sdhaf41",1.49032956948483e-210,1.35427765023837,0.429,0.18,3.74504917515843e-206,"11","Sdhaf4"
"Fkbp1a2",5.05002502910889e-210,1.06632397326597,0.598,0.33,1.26902078956477e-205,"11","Fkbp1a"
"Hnrnph31",1.71113025770387e-209,1.35356340829712,0.435,0.19,4.29989922458405e-205,"11","Hnrnph3"
"Cmpk11",2.11449922153634e-207,0.987007880214548,0.635,0.367,5.31352509379868e-203,"11","Cmpk1"
"Tmem63b1",2.31084147060439e-207,1.26142644441976,0.428,0.178,5.80691353148177e-203,"11","Tmem63b"
"Ilf21",7.3867915000474e-207,1.3190695488465,0.451,0.21,1.85622683604691e-202,"11","Ilf2"
"Hmgn21",8.85758354565596e-206,1.28563104801265,0.498,0.26,2.22582216918789e-201,"11","Hmgn2"
"Ccdc88a3",4.84862978068238e-205,1.09090848060719,0.526,0.257,1.21841217758767e-200,"11","Ccdc88a"
"Hnrnpul11",8.95066248568585e-205,1.22881955925028,0.491,0.256,2.249211976028e-200,"11","Hnrnpul1"
"Acbd71",7.41931427531119e-204,0.564165226720839,0.37,0.179,1.86439948424295e-199,"11","Acbd7"
"Ncbp2",9.60497253476228e-204,1.46915032575077,0.38,0.151,2.41363354826041e-199,"11","Ncbp2"
"Pnisr1",3.0673932110941e-203,0.891492466855283,0.725,0.488,7.70805240015837e-199,"11","Pnisr"
"Plxnb2",2.59847541988516e-202,1.44345550981386,0.38,0.174,6.52970888262941e-198,"11","Plxnb2"
"Map4k42",2.91996692131011e-202,1.20763804625741,0.5,0.246,7.33758487656017e-198,"11","Map4k4"
"Leprotl12",2.29422609021918e-201,1.12679871950809,0.524,0.261,5.76516074211178e-197,"11","Leprotl1"
"Rpa31",1.60493542339925e-200,1.48980769750758,0.372,0.148,4.03304222545997e-196,"11","Rpa3"
"Zmynd11",5.58586269665299e-200,1.14777515360783,0.523,0.267,1.40367143704193e-195,"11","Zmynd11"
"Ythdc1",1.6594606007964e-199,0.964718916708422,0.659,0.426,4.17005854374128e-195,"11","Ythdc1"
"Cct6a1",4.35867209977185e-199,0.967763113959671,0.633,0.372,1.09529071195167e-194,"11","Cct6a"
"Pabpn1",3.04805103092219e-198,0.87380998846684,0.707,0.472,7.65944743560437e-194,"11","Pabpn1"
"Snrpd1",4.35812675263287e-198,1.0741386715494,0.566,0.324,1.09515367166911e-193,"11","Snrpd1"
"Napg1",3.79786381898103e-196,1.34488246403759,0.418,0.183,9.54365199071744e-192,"11","Napg"
"H2afy1",4.4905531638473e-196,0.683185830460018,0.836,0.64,1.12843110454319e-191,"11","H2afy"
"Ppp3cb1",4.58838329936022e-196,1.22163656341083,0.457,0.208,1.15301483929623e-191,"11","Ppp3cb"
"Akirin2",3.23869997296935e-195,1.24903031846093,0.464,0.225,8.13852916207468e-191,"11","Akirin2"
"Pcmtd21",1.59106984317193e-194,1.31335033904807,0.416,0.178,3.99819940890674e-190,"11","Pcmtd2"
"Kras1",4.29828084738798e-194,0.861325369251891,0.642,0.368,1.08011499414013e-189,"11","Kras"
"1110004F10Rik1",1.50042438978208e-192,0.944052391150377,0.638,0.38,3.7704164490834e-188,"11","1110004F10Rik"
"Kdm5a",4.65746115158933e-191,1.26945124812114,0.449,0.228,1.17037341278288e-186,"11","Kdm5a"
"Tardbp1",5.96371283148651e-191,1.14742215421783,0.512,0.271,1.49862139742425e-186,"11","Tardbp"
"Cct21",1.48765473905942e-190,0.867991761627235,0.692,0.447,3.73832759378241e-186,"11","Cct2"
"Tecr2",4.15502253038029e-190,0.97044298309787,0.562,0.398,1.04411561165926e-185,"11","Tecr"
"Traf3ip11",4.89098206880069e-190,1.19540481193476,0.375,0.151,1.22905488406892e-185,"11","Traf3ip1"
"Hjurp1",6.17584870919922e-189,1.19530171264431,0.467,0.22,1.55192902213467e-184,"11","Hjurp"
"Luc7l",1.06767924544094e-188,1.36833541910761,0.397,0.172,2.68297117586854e-184,"11","Luc7l"
"Ift811",2.74935220640118e-188,1.23072038794308,0.362,0.143,6.90884715946552e-184,"11","Ift81"
"Smarcb1",5.93080354350385e-188,1.37235973556167,0.392,0.168,1.49035162244708e-183,"11","Smarcb1"
"Top1",3.24528286023069e-187,0.693016000158855,0.811,0.687,8.15507129947369e-183,"11","Top1"
"Lin7c1",1.72884683696273e-186,1.27147934031411,0.431,0.197,4.34441921660364e-182,"11","Lin7c"
"Srsf3",4.05083681317594e-186,0.632036808639234,0.875,0.772,1.01793478278298e-181,"11","Srsf3"
"Mapre21",6.55662419305905e-186,1.36791419074503,0.396,0.175,1.64761409347381e-181,"11","Mapre2"
"Gpatch81",8.49563469396241e-186,1.1368434901914,0.497,0.251,2.13486804224581e-181,"11","Gpatch8"
"Dbndd21",2.59721539009805e-185,1.29816230099348,0.418,0.185,6.52654255377739e-181,"11","Dbndd2"
"Dynlrb11",1.42297995370573e-184,0.860762734286019,0.684,0.432,3.57580632566714e-180,"11","Dynlrb1"
"Atp6v1g11",8.78539545317675e-184,0.615364117690635,0.881,0.72,2.20768202342879e-179,"11","Atp6v1g1"
"Eci2",5.12770785635316e-182,1.36612487178627,0.385,0.165,1.28854170722299e-177,"11","Eci2"
"Zfas11",1.45158219971156e-181,1.19317455437066,0.478,0.252,3.64768090965517e-177,"11","Zfas1"
"Smarcc21",1.5285474114348e-181,1.24208903969587,0.438,0.207,3.84108679019451e-177,"11","Smarcc2"
"Rab101",1.93375352317393e-181,0.957427494330335,0.609,0.364,4.85932922838376e-177,"11","Rab10"
"Thrap31",2.26258355905884e-181,1.00444679737164,0.581,0.365,5.68564622555897e-177,"11","Thrap3"
"Sfpq",2.42567578193942e-180,0.789192398050272,0.731,0.555,6.09548067243558e-176,"11","Sfpq"
"Elob",3.94915948299981e-180,0.508317770028195,0.938,0.871,9.92384286483021e-176,"11","Elob"
"Gkap11",2.17066073985822e-179,1.26092314381094,0.407,0.177,5.45465337318972e-175,"11","Gkap1"
"Polr2k1",5.02693614396899e-178,0.999051911455622,0.561,0.312,1.26321878361797e-173,"11","Polr2k"
"Khdrbs1",1.01810618758568e-177,1.04029638015315,0.549,0.32,2.55839903878405e-173,"11","Khdrbs1"
"Ube2n1",4.3898632808132e-177,0.995611139629972,0.562,0.313,1.10312874383555e-172,"11","Ube2n"
"Arpc5l2",8.15701715070253e-177,1.00190254076319,0.574,0.328,2.04977683980004e-172,"11","Arpc5l"
"Eif4e31",3.27130668175385e-176,1.38905966932488,0.359,0.147,8.22046656057924e-172,"11","Eif4e3"
"Csnk2a1",4.69584867762276e-176,0.904912919395887,0.636,0.398,1.18001981419982e-171,"11","Csnk2a1"
"Cops51",1.67283916700747e-175,1.13590673209305,0.472,0.235,4.20367754277308e-171,"11","Cops5"
"Leng8",3.33840600487131e-174,1.40557131172431,0.359,0.155,8.38908044964112e-170,"11","Leng8"
"Impdh11",5.77814343611399e-174,0.979230780680071,0.389,0.173,1.45198966406108e-169,"11","Impdh1"
"Tspan34",7.01713625162049e-174,0.725267862627267,0.56,0.309,1.76333616866971e-169,"11","Tspan3"
"Psmd81",3.76087519777589e-173,0.932613674150745,0.612,0.38,9.45070328449103e-169,"11","Psmd8"
"Med211",1.56462673012685e-172,1.14918889861979,0.498,0.266,3.93175051013576e-168,"11","Med21"
"Tbcb1",3.12868238632413e-172,0.966134878608513,0.582,0.347,7.86206596859391e-168,"11","Tbcb"
"Wapl",4.86388488151417e-172,1.04727806227695,0.528,0.319,1.2222456318757e-167,"11","Wapl"
"Dhx91",6.07565538379596e-172,1.06519635568186,0.508,0.268,1.52675144139409e-167,"11","Dhx9"
"Cetn21",8.41366551347112e-172,0.957522924097466,0.528,0.278,2.11427000688016e-167,"11","Cetn2"
"Sec11a1",1.5241701846666e-171,1.07814260325541,0.511,0.282,3.83008725704869e-167,"11","Sec11a"
"Trip12",1.61702262754873e-170,1.15876212647231,0.464,0.247,4.06341616076722e-166,"11","Trip12"
"Atxn2l1",2.24451646038823e-170,1.21275702452104,0.429,0.206,5.64024541330959e-166,"11","Atxn2l"
"Tprgl1",2.99584450568968e-170,1.05447251313653,0.519,0.283,7.52825765834758e-166,"11","Tprgl"
"Fgf121",1.54602308011938e-168,0.810740513831741,0.357,0.165,3.885001398032e-164,"11","Fgf12"
"Ppm1a1",1.12878501812653e-167,1.12042171426922,0.458,0.226,2.83652387205015e-163,"11","Ppm1a"
"Hnrnpa31",3.93832687995773e-167,0.597288652270589,0.893,0.792,9.89662161664578e-163,"11","Hnrnpa3"
"Rraga1",5.61542244950057e-167,1.14561539828567,0.448,0.218,1.411099507335e-162,"11","Rraga"
"Rc3h2",8.94530759143946e-167,1.30797266085798,0.378,0.167,2.24786634465282e-162,"11","Rc3h2"
"Elof11",1.60945364323561e-166,0.911490111755601,0.505,0.268,4.04439606008675e-162,"11","Elof1"
"Snrpf2",1.17058076590608e-165,0.80183496947949,0.701,0.491,2.94155240664539e-161,"11","Snrpf"
"5031425E22Rik1",3.8567550529135e-163,1.19422114417781,0.41,0.19,9.69163977246632e-159,"11","5031425E22Rik"
"Eif4a1",2.24765419061332e-162,0.664988458788568,0.794,0.652,5.64813021559221e-158,"11","Eif4a1"
"Crtc3",3.15118619587824e-162,1.32594966355738,0.367,0.162,7.91861579162243e-158,"11","Crtc3"
"Mycbp1",1.24095032007392e-161,0.854626338486291,0.425,0.208,3.11838405931377e-157,"11","Mycbp"
"Tpd523",1.93698697124941e-161,0.765044408657991,0.642,0.401,4.86745456005264e-157,"11","Tpd52"
"Cep3501",7.67461586523458e-161,1.1249591321188,0.462,0.248,1.9285542207748e-156,"11","Cep350"
"Cox6a11",1.59080883967599e-160,0.586441433573326,0.878,0.762,3.99754353322179e-156,"11","Cox6a1"
"Clstn12",2.12868088326468e-160,0.99453074545006,0.543,0.307,5.34916219155581e-156,"11","Clstn1"
"App4",3.25026640456896e-160,0.625106500030776,0.855,0.714,8.16759444804133e-156,"11","App"
"Taf15",3.80544667707917e-160,1.15725989129741,0.432,0.21,9.56270695483225e-156,"11","Taf15"
"Klf132",1.00709647023233e-159,0.812498138115609,0.647,0.405,2.53073272004682e-155,"11","Klf13"
"Psmb71",1.13993748732571e-158,0.892089133773218,0.571,0.331,2.86454891190078e-154,"11","Psmb7"
"Camk2d1",1.81856384362217e-158,0.852253058759956,0.568,0.322,4.56986908263816e-154,"11","Camk2d"
"Mtch13",3.17710020638488e-158,0.929707750644224,0.572,0.342,7.98373510862456e-154,"11","Mtch1"
"Ube2h",3.67139776884135e-158,1.21917499592345,0.411,0.214,9.22585545332142e-154,"11","Ube2h"
"Klhl24",5.43693801847959e-158,1.05673665906942,0.471,0.242,1.36624815466374e-153,"11","Klhl24"
"Stx121",5.07356359797366e-157,1.24677397530266,0.379,0.17,1.2749357965348e-152,"11","Stx12"
"Cstf31",8.17108195727954e-156,1.29618821795287,0.355,0.153,2.05331118504478e-151,"11","Cstf3"
"Vamp21",8.38535907701141e-154,1.05002998411772,0.436,0.214,2.1071568824622e-149,"11","Vamp2"
"Timm8b1",1.98816855680608e-153,0.891181852363124,0.56,0.324,4.996068766398e-149,"11","Timm8b"
"Ddx39b",1.11718343085291e-152,1.05522256650921,0.48,0.271,2.80737024339028e-148,"11","Ddx39b"
"Brd81",1.531032157771e-151,1.09787552679204,0.445,0.226,3.84733070926275e-147,"11","Brd8"
"Paip1",5.485588466876e-151,1.29617338045209,0.353,0.156,1.37847352584127e-146,"11","Paip1"
"Dync1li1",7.76077212068148e-151,1.26386740874768,0.353,0.153,1.95020442620605e-146,"11","Dync1li1"
"Cox7a21",1.67148372615302e-149,0.510704817945221,0.9,0.825,4.20027145544992e-145,"11","Cox7a2"
"Prkar1a2",6.61430074281913e-149,0.784419104541807,0.653,0.423,1.66210763366302e-144,"11","Prkar1a"
"Cct5",2.240817651125e-147,0.814878782066597,0.624,0.397,5.63095067551202e-143,"11","Cct5"
"Pafah1b11",7.92851335723057e-146,0.559801687974806,0.881,0.77,1.99235612153847e-141,"11","Pafah1b1"
"H2afv1",3.12575586574653e-145,0.942410030968597,0.548,0.374,7.85471191503445e-141,"11","H2afv"
"Glrx51",3.15652569883876e-145,0.992361374773198,0.463,0.242,7.93203342861192e-141,"11","Glrx5"
"Hnrnpc",4.37386934705299e-145,0.854986590585771,0.606,0.409,1.09910962822095e-140,"11","Hnrnpc"
"Snrpb2",4.62528806698172e-145,1.18617080429389,0.395,0.196,1.16228863835184e-140,"11","Snrpb2"
"Zc3h141",7.90469085137659e-145,1.09679796311187,0.415,0.203,1.98636976404242e-140,"11","Zc3h14"
"Bcl11a1",1.70786887840725e-144,0.986636900638545,0.416,0.204,4.29170370454958e-140,"11","Bcl11a"
"Rbm32",1.96805956442227e-144,0.519130969858631,0.913,0.823,4.94553687943671e-140,"11","Rbm3"
"Trappc41",2.83858256872702e-143,0.854540450834397,0.56,0.33,7.13307413695414e-139,"11","Trappc4"
"Fam204a1",4.19790514689719e-143,1.01793021189925,0.432,0.218,1.0548915843638e-138,"11","Fam204a"
"Nap1l41",2.58625169997405e-142,0.900776283608751,0.503,0.277,6.49899189686479e-138,"11","Nap1l4"
"Pcmt11",3.65882548326321e-141,0.940282084654369,0.505,0.284,9.19426255689211e-137,"11","Pcmt1"
"Sult1d11",4.93207223996565e-141,0.633806938745072,0.577,0.352,1.23938043318097e-136,"11","Sult1d1"
"Psme4",5.08550277758803e-141,1.11694836880761,0.407,0.201,1.2779359929801e-136,"11","Psme4"
"Dazap1",1.75421482251961e-140,1.22201067305782,0.365,0.173,4.40816642750952e-136,"11","Dazap1"
"Arglu11",1.48882985755726e-139,0.696655384585865,0.728,0.526,3.74128054905565e-135,"11","Arglu1"
"Pam161",1.72083950999319e-139,1.11558585632815,0.401,0.198,4.32429760466188e-135,"11","Pam16"
"Rsrc11",1.15050506030532e-138,1.0174141242976,0.446,0.233,2.89110416604124e-134,"11","Rsrc1"
"Zc3h131",6.6107072639515e-137,0.900276658434437,0.509,0.288,1.66120462835837e-132,"11","Zc3h13"
"Mia31",2.24732965553929e-136,0.959255032229698,0.452,0.315,5.64731469140469e-132,"11","Mia3"
"Vbp11",2.8975194194168e-136,1.02605202700885,0.4,0.196,7.28117654905249e-132,"11","Vbp1"
"Abhd17a1",3.68186443889002e-136,0.95859930268572,0.512,0.305,9.25215714848672e-132,"11","Abhd17a"
"Kif2a1",6.15559737993161e-136,0.990946087658989,0.435,0.224,1.54684006560301e-131,"11","Kif2a"
"Ywhab1",1.7339130157617e-135,0.646335195462005,0.764,0.581,4.35715001730757e-131,"11","Ywhab"
"Ndufs41",1.93330538441294e-135,0.855772415331292,0.559,0.342,4.85820310049127e-131,"11","Ndufs4"
"Ago21",3.41031311335782e-135,1.12865719037485,0.402,0.215,8.56977582255687e-131,"11","Ago2"
"Osbpl81",1.26362470129669e-134,1.20799959503472,0.361,0.178,3.17536251188845e-130,"11","Osbpl8"
"Hnrnpu",2.90214876045717e-134,0.506750526440565,0.893,0.824,7.29280962015282e-130,"11","Hnrnpu"
"Tcea11",4.38502298046561e-134,0.85100706139237,0.582,0.374,1.1019124247612e-129,"11","Tcea1"
"Smad4",5.00913771939755e-134,1.06905100806043,0.414,0.212,1.25874621750741e-129,"11","Smad4"
"Glcci11",5.79356501515384e-134,0.894207863840146,0.369,0.179,1.45586495265801e-129,"11","Glcci1"
"2210016L21Rik1",1.20955932587577e-133,1.06256817826582,0.416,0.213,3.03950162999322e-129,"11","2210016L21Rik"
"Wbp41",3.80738308479336e-133,0.845791088510304,0.523,0.303,9.56757295377724e-129,"11","Wbp4"
"Hnrnpdl1",8.73670129617368e-133,0.795953235880107,0.603,0.387,2.19544566871548e-128,"11","Hnrnpdl"
"Srek1",4.78614700825777e-132,1.07558118302311,0.418,0.222,1.20271088170509e-127,"11","Srek1"
"Ndufa51",5.35626822662744e-132,0.707475298880887,0.682,0.468,1.34597664266921e-127,"11","Ndufa5"
"Polr2c1",9.58755006936036e-132,0.872312477667339,0.477,0.262,2.40925545692957e-127,"11","Polr2c"
"Cdv31",1.75820114722604e-131,0.979816481262376,0.479,0.306,4.41818366286433e-127,"11","Cdv3"
"Snrpd3",1.82494225297883e-131,0.786713241699819,0.596,0.378,4.58589738751051e-127,"11","Snrpd3"
"Nudc1",2.35375529334413e-131,0.531827096756516,0.635,0.417,5.91475167664447e-127,"11","Nudc"
"Hmox21",5.64204789051601e-131,1.01699812423085,0.445,0.242,1.41779021440777e-126,"11","Hmox2"
"Znhit11",3.33072276702296e-129,0.945245936863029,0.476,0.268,8.36977324125199e-125,"11","Znhit1"
"Spint24",6.08676822439427e-129,0.541429459917933,0.617,0.395,1.52954398710804e-124,"11","Spint2"
"Atp5md1",2.55574295441638e-128,0.561564509308093,0.826,0.68,6.42232647015291e-124,"11","Atp5md"
"Ctr91",4.35903599151352e-127,1.15080053104626,0.354,0.168,1.09538215430743e-122,"11","Ctr9"
"Adnp",9.56365948228159e-127,1.06427130749232,0.4,0.205,2.40325199130254e-122,"11","Adnp"
